solute_inchi_std,molefrac,molefrac2,solute_smiles_canonical,solvent1_smiles_canonical,solvent2_smiles_canonical,Temperature [K],logS,Source,solvent1_density,solvent2_density,solvent_avg_density
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.082722911,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.33834222
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-1.007883641,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.2745237
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.47745854,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,11.89551991
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.394140045,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,11.83329185
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.312205955,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,11.77046727
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.232583396,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,11.70702644
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.14084542,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,11.64294858
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.077220216,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.57821172
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-1.002305576,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.51279262
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.487549325,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,12.1427172
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.399454458,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,12.07901726
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.31498218,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,12.01469566
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.231560357,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,11.94973161
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.159365031,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,11.88410319
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.07133939,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.81778722
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-0.992917968,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.75075915
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.6491,0.3509,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.495318349,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,12.38973294
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.6491,0.3509,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.405438072,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,12.32455494
