solute_inchi_std,molefrac,molefrac2,solute_smiles_canonical,solvent1_smiles_canonical,solvent2_smiles_canonical,Temperature [K],logS,Source,solvent1_density,solvent2_density,solvent_avg_density,solvent_density,solvent_smiles_canonical,MP_pred,MP_std,logS_calc,gamma
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.541021334,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,11.1521592,11.1521592,CCCO,440.01352,11.598891,-0.6842025818786358,2.3997178077697754
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.449749588,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,11.09431349,11.09431349,CCCO,440.01352,11.598891,-0.5985061610203685,2.29142427444458
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.361694298,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,11.0359438,11.0359438,CCCO,440.01352,11.598891,-0.5144023292127641,2.184596300125122
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.27466965,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,10.97703346,10.97703346,CCCO,440.01352,11.598891,-0.432965511314051,2.085160732269287
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.188087771,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,10.91756494,10.91756494,CCCO,440.01352,11.598891,-0.3526460804398021,1.9859204292297363
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.108144927,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,10.85751976,10.85751976,CCCO,440.01352,11.598891,-0.2757983353235004,1.8979588747024536
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.1205,0.8795,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-1.026683634,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,10.79687841,10.79687841,CCCO,440.01352,11.598891,-0.20194947648270634,1.8185701370239258
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.495924519,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,11.4003307,11.4003307,CCCO,440.01352,11.598891,-0.670751956302277,2.378307580947876
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.411321423,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,11.34102925,11.34102925,CCCO,440.01352,11.598891,-0.5847142871058202,2.269162893295288
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.328552136,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,11.28118012,11.28118012,CCCO,440.01352,11.598891,-0.5001529930873961,2.161060333251953
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.248409523,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,11.22076564,11.22076564,CCCO,440.01352,11.598891,-0.4188898091257717,2.0634851455688477
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.172748373,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,11.15976721,11.15976721,CCCO,440.01352,11.598891,-0.33854588815455666,1.965128779411316
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.090831437,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.09816521,11.09816521,CCCO,440.01352,11.598891,-0.2619256480108954,1.879034161567688
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.2357,0.7643,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-1.014191118,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.03593894,11.03593894,CCCO,440.01352,11.598891,-0.1876764412554087,1.7987385988235474
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.477380281,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,11.64806234,11.64806234,CCCO,440.01352,11.598891,-0.6577215847351069,2.358163356781006
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.394438489,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,11.58730042,11.58730042,CCCO,440.01352,11.598891,-0.5714335153902488,2.248612880706787
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.314040546,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,11.52596664,11.52596664,CCCO,440.01352,11.598891,-0.48632745936569066,2.138770341873169
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.236511702,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,11.46404232,11.46404232,CCCO,440.01352,11.598891,-0.40523108767531685,2.0429508686065674
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.161282338,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,11.40150778,11.40150778,CCCO,440.01352,11.598891,-0.32489041067986096,1.9455512762069702
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.082722911,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.33834222,11.33834222,CCCO,440.01352,11.598891,-0.24846053769547552,1.861092448234558
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.3458,0.6542,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-1.007883641,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.2745237,11.2745237,CCCO,440.01352,11.598891,-0.17382559035261014,1.7799429893493652
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.47745854,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,11.89551991,11.89551991,CCCO,440.01352,11.598891,-0.64505147069929,2.339017868041992
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.394140045,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,11.83329185,11.83329185,CCCO,440.01352,11.598891,-0.5585234258031821,2.2290914058685303
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.312205955,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,11.77046727,11.77046727,CCCO,440.01352,11.598891,-0.47289436951308916,2.11761736869812
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.232583396,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,11.70702644,11.70702644,CCCO,440.01352,11.598891,-0.39195851108186347,2.0234577655792236
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.14084542,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,11.64294858,11.64294858,CCCO,440.01352,11.598891,-0.31162021448357724,1.9269620180130005
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.077220216,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.57821172,11.57821172,CCCO,440.01352,11.598891,-0.23537285374684822,1.8440477848052979
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.4512,0.5488,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-1.002305576,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.51279262,11.51279262,CCCO,440.01352,11.598891,-0.160365769308672,1.7620929479599
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.487549325,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,12.1427172,12.1427172,CCCO,440.01352,11.598891,-0.6327230899556882,2.3207993507385254
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.399454458,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,12.07901726,12.07901726,CCCO,440.01352,11.598891,-0.5459647442246842,2.210524082183838
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,303.15,-1.31498218,10.1016/j.molliq.2020.112619,13.23197371,10.79058048,12.01469566,12.01469566,CCCO,440.01352,11.598891,-0.4599176478021553,2.09792423248291
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,308.15,-1.231560357,10.1016/j.molliq.2020.112619,13.15929234,10.73316659,11.94973161,11.94973161,CCCO,440.01352,11.598891,-0.3790517446398015,2.0049285888671875
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,313.15,-1.159365031,10.1016/j.molliq.2020.112619,13.08580205,10.67521973,11.88410319,11.88410319,CCCO,440.01352,11.598891,-0.2987150161723711,1.909287929534912
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,318.15,-1.07133939,10.1016/j.molliq.2020.112619,13.0114732,10.61672252,11.81778722,11.81778722,CCCO,440.01352,11.598891,-0.2226429093087041,1.8278347253799438
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.5522,0.4478,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,323.15,-0.992917968,10.1016/j.molliq.2020.112619,12.93627436,10.55765665,11.75075915,11.75075915,CCCO,440.01352,11.598891,-0.14759744982112635,1.7464078664779663
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.6491,0.3509,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,293.15,-1.495318349,10.1016/j.molliq.2020.112619,13.37501999,10.90387454,12.38973294,12.38973294,CCCO,440.01352,11.598891,-0.6207157815079916,2.3034372329711914
"InChI=1S/C11H10N2O3/c1-7-11(8(2)14)13(16)10-6-4-3-5-9(10)12(7)15/h3-6H,1-2H3",0.6491,0.3509,CC(=O)c1c(C)n([O-])c2ccccc2[n+]1=O,CCCO,CCCCO,298.15,-1.405438072,10.1016/j.molliq.2020.112619,13.30387411,10.8474779,12.32455494,12.32455494,CCCO,440.01352,11.598891,-0.5337360865691406,2.192836284637451
